"plot","pot","volume","ID","campaign","CO2","CO2R","Photo","Cond","Ci","Tleaf","VpdL","Area","Trmmol","Date"
2,3,1000,"2-3",2,1600,1601.218628,34.17216679,0.845858074,1445.001885,24.2672596,0.94862707,6,6.28707946,2013-03-22
2,3,1000,"2-3",2,400,400.8901062,26.90485093,0.794008732,293.176689,24.81782722,1.028417511,6,6.493511013,2013-03-22
2,3,1000,"2-3",2,400,400.8780212,27.00860835,0.795218544,292.8679928,24.81777,1.027886096,6,6.49793193,2013-03-22
2,3,1000,"2-3",2,400,400.8642883,27.0132465,0.795072422,292.827487,24.81895638,1.028087025,6,6.49828779,2013-03-22
2,3,1000,"2-3",3,400,398.8718872,25.68265675,0.730823719,294.0833658,24.52276993,0.695829059,6,4.068843139,2013-04-08
2,3,1000,"2-3",3,400,398.8661499,25.6619132,0.725921425,293.7772216,24.52435684,0.69753481,6,4.056992295,2013-04-08
2,3,1000,"2-3",3,400,398.8770142,25.59311374,0.734873312,294.7414855,24.52199364,0.694473589,6,4.078806322,2013-04-08
2,3,1000,"2-3",3,400,398.8608398,25.75066331,0.729456771,293.7027435,24.5265255,0.696575606,6,4.067163149,2013-04-08
2,3,1000,"2-3",3,1600,1599.752686,37.03970914,0.823269892,1441.003382,24.87790108,0.695456208,6,4.468461867,2013-04-08
2,3,1000,"2-3",3,400,398.8431396,25.88641666,0.735815034,293.6541563,24.52811813,0.69471354,6,4.0844244,2013-04-08
2,3,1000,"2-3",3,1600,1599.463135,36.62623046,0.811166149,1441.102803,24.90260887,0.699112158,6,4.440696892,2013-04-08
2,3,1000,"2-3",3,1600,1599.797729,36.77870772,0.815510295,1441.292275,24.87610435,0.69752379,6,4.4488751,2013-04-08
2,3,1000,"2-3",3,1600,1599.712646,37.10356881,0.820646717,1440.486548,24.89395905,0.696366512,6,4.463383009,2013-04-08
2,3,1000,"2-3",3,1600,1599.662476,36.96245721,0.810016855,1439.974151,24.8905735,0.699378171,6,4.437410885,2013-04-08
2,3,1000,"2-3",4,400,398.8316956,21.51278528,0.470314704,282.4309091,24.45401382,0.996646345,6,4.075652554,2013-04-17
2,3,1000,"2-3",4,400,398.8347168,21.5166078,0.469787964,282.3308121,24.45504379,0.997092944,6,4.073562464,2013-04-17
2,3,1000,"2-3",4,400,398.8689575,21.52503508,0.470315621,282.4053668,24.45372963,0.996527571,6,4.075192227,2013-04-17
2,3,1000,"2-3",4,400,398.8292542,21.51719094,0.469835417,282.3296799,24.45427322,0.997018796,6,4.073619581,2013-04-17
2,3,1000,"2-3",4,400,398.8316956,21.51278528,0.470314704,282.4309091,24.45401382,0.996646345,6,4.075652554,2013-04-17
2,3,1000,"2-3",4,1600,1600.944092,28.57097036,0.390980541,1402.268978,24.45950317,1.117670994,6,3.890526625,2013-04-17
2,3,1000,"2-3",4,1600,1600.964478,28.61962634,0.390767297,1401.923139,24.46581078,1.118561513,6,3.891804805,2013-04-17
2,3,1000,"2-3",4,1600,1600.951538,28.58112821,0.391122619,1402.253309,24.46169662,1.11779314,6,3.892215629,2013-04-17
2,3,1000,"2-3",4,1600,1600.964478,28.61962634,0.390767297,1401.923139,24.46581078,1.118561513,6,3.891804805,2013-04-17
2,3,1000,"2-3",4,1600,1600.964478,28.61962634,0.390767297,1401.923139,24.46581078,1.118561513,6,3.891804805,2013-04-17
2,3,1000,"2-3",5,1600,1599.305298,24.95202432,0.368904862,1412.131024,25.23622131,1.236539524,6,4.093084633,2013-05-01
2,3,1000,"2-3",5,1600,1599.264282,24.86409562,0.368764316,1412.562693,25.23721313,1.236902385,6,4.092919143,2013-05-01
2,3,1000,"2-3",5,1600,1599.235107,24.90278985,0.368793274,1412.313258,25.23605156,1.236832883,6,4.092969282,2013-05-01
2,3,1000,"2-3",5,1600,1599.361816,25.04704862,0.369730583,1411.905358,25.22276115,1.2346151,6,4.094763739,2013-05-01
2,3,1000,"2-3",5,1600,1599.211182,24.88739823,0.36879151,1412.385296,25.2343998,1.236709335,6,4.09252587,2013-05-01
2,3,1000,"2-3",5,400,398.9024353,17.32523414,0.474302195,303.2573332,24.64981461,1.112975736,6,4.583501916,2013-05-01
2,3,1000,"2-3",5,400,398.9046326,17.33272214,0.473572545,303.127181,24.65425491,1.11409921,6,4.582086173,2013-05-01
2,3,1000,"2-3",5,400,398.9046326,17.33272214,0.473572545,303.127181,24.65425491,1.11409921,6,4.582086173,2013-05-01
2,3,1000,"2-3",5,400,398.8947754,17.30452167,0.473295345,303.2136812,24.66322517,1.115541041,6,4.585769716,2013-05-01
2,3,1000,"2-3",5,400,398.8878784,17.31316386,0.473284548,303.1671038,24.65956497,1.115016413,6,4.583503258,2013-05-01
2,3,1000,"2-3",6,400,399.4953308,17.27788343,0.2205016,237.6061112,24.7890892,1.265759698,6,2.635046187,2013-05-16
2,3,1000,"2-3",6,400,399.4496155,17.28658134,0.221129742,237.8428761,24.78364563,1.264608518,6,2.63956956,2013-05-16
2,3,1000,"2-3",6,400,399.5197449,17.35019857,0.221786452,237.7181268,24.78085899,1.263842453,6,2.645185744,2013-05-16
2,3,1000,"2-3",6,400,399.5680847,17.32856733,0.220198409,237.0572693,24.78990555,1.266011052,6,2.632215397,2013-05-16
2,3,1000,"2-3",6,1600,1600.296143,26.96331668,0.196243007,1299.805175,24.74227524,1.328797641,6,2.480765774,2013-05-16
2,3,1000,"2-3",6,400,399.5811157,17.33332273,0.219915495,236.870768,24.78714561,1.265654665,6,2.628325954,2013-05-16
2,3,1000,"2-3",6,1600,1600.316895,26.97371348,0.196190127,1299.665603,24.74152565,1.328741041,6,2.48002549,2013-05-16
2,3,1000,"2-3",6,1600,1600.401367,27.07879147,0.196023128,1298.54583,24.73801994,1.328626877,6,2.477817772,2013-05-16
2,3,1000,"2-3",6,1600,1600.37915,27.06368106,0.19607001,1298.724192,24.73901749,1.328618215,6,2.478360381,2013-05-16
2,3,1000,"2-3",6,1600,1600.322021,27.01575063,0.196065759,1299.125397,24.74082947,1.328787926,6,2.478630384,2013-05-16
2,4,25,"2-4",1,1600,1600.721313,33.57831338,0.626366415,1395.823696,26.11460495,1.502104633,6,6.592107781,2013-03-07
2,4,25,"2-4",1,1600,1600.506592,33.49245005,0.627582956,1396.192843,26.11295509,1.501264112,6,6.597312872,2013-03-07
2,4,25,"2-4",1,1600,1600.313477,33.38668523,0.62914241,1396.728436,26.1101799,1.49999504,6,6.603093167,2013-03-07
2,4,25,"2-4",1,1600,1600.667969,33.12598361,0.624510436,1397.616586,26.11313438,1.502995133,6,6.582378357,2013-03-07
2,4,25,"2-4",1,400,400.210968,23.54501193,0.850396585,294.5317589,25.99302483,1.395707354,6,7.496481576,2013-03-07
2,4,25,"2-4",1,400,400.4163818,23.65745276,0.849461057,294.2325015,25.9939785,1.396241663,6,7.494190433,2013-03-07
2,4,25,"2-4",1,1600,1600.899292,33.47476646,0.625053981,1396.288972,26.11480522,1.502859247,6,6.585776022,2013-03-07
2,4,25,"2-4",1,400,400.2329712,23.54020172,0.849688308,294.531636,25.99418449,1.396097827,6,7.494711766,2013-03-07
2,4,25,"2-4",1,400,400.2938538,23.67192642,0.851445332,294.1640408,25.99154472,1.395098444,6,7.498962176,2013-03-07
2,4,25,"2-4",1,400,400.2722473,23.65223155,0.851100826,294.202238,25.99211693,1.395333482,6,7.498355029,2013-03-07
2,4,25,"2-4",2,400,399.8168945,13.01385735,0.168699995,246.624337,25.86851501,1.346140904,6,2.181920821,2013-03-22
2,4,25,"2-4",2,1600,1599.650879,23.45494072,0.134701794,1246.874897,25.72556305,1.374535768,6,1.798591085,2013-03-22
2,4,25,"2-4",2,400,399.8518677,13.06327796,0.168519028,245.982599,25.86770058,1.346183641,6,2.179785122,2013-03-22
2,4,25,"2-4",2,400,399.8919373,13.13675358,0.168377602,245.1044419,25.87032509,1.346762872,6,2.179012976,2013-03-22
2,4,25,"2-4",2,400,399.9125977,13.14344843,0.168594265,245.211778,25.86736298,1.345895681,6,2.180285915,2013-03-22
2,4,25,"2-4",2,400,399.9049683,13.18906328,0.16846313,244.6037028,25.86847687,1.34629608,6,2.179314159,2013-03-22
2,4,25,"2-4",2,1600,1599.667236,23.36768976,0.134779773,1248.288012,25.71016121,1.371711724,6,1.795865044,2013-03-22
2,4,25,"2-4",2,1600,1599.709229,23.36134533,0.134782422,1248.553375,25.67870331,1.366384931,6,1.788883002,2013-03-22
2,4,25,"2-4",2,1600,1599.691284,23.3822919,0.134889455,1248.398234,25.69631386,1.369269429,6,1.794041766,2013-03-22
2,4,25,"2-4",2,1600,1599.682861,23.35561558,0.134543388,1248.079254,25.68698502,1.368130745,6,1.788139998,2013-03-22
2,4,25,"2-4",3,1600,1598.67688,22.12523877,0.173464462,1327.013615,25.65294647,1.159477418,6,1.90661693,2013-04-08
2,4,25,"2-4",3,1600,1598.680786,22.47009146,0.172978968,1322.726312,25.65054321,1.159567223,6,1.901720362,2013-04-08
2,4,25,"2-4",3,1600,1598.72522,22.03683294,0.17246822,1326.832635,25.65586662,1.160907698,6,1.89863124,2013-04-08
2,4,25,"2-4",3,1600,1598.778687,22.16150751,0.170582641,1323.363185,25.63320541,1.159092234,6,1.876050505,2013-04-08
2,4,25,"2-4",3,400,398.8380432,13.7892112,0.248091142,279.6805658,25.88829803,1.115726842,6,2.562335329,2013-04-08
2,4,25,"2-4",3,1600,1598.788208,21.98080728,0.172636505,1327.812692,25.63027191,1.156466246,6,1.893060833,2013-04-08
2,4,25,"2-4",3,400,398.7526855,13.47979524,0.24522314,281.0736754,25.8904705,1.118480482,6,2.541277224,2013-04-08
2,4,25,"2-4",3,400,398.8422241,13.53262894,0.246570532,281.2114993,25.88960266,1.117313326,6,2.551499636,2013-04-08
2,4,25,"2-4",3,400,398.7526855,13.47979524,0.24522314,281.0736754,25.8904705,1.118480482,6,2.541277224,2013-04-08
2,4,25,"2-4",3,400,398.7867126,13.9634853,0.244376187,276.8684064,25.88778305,1.118822494,6,2.533950836,2013-04-08
2,4,25,"2-4",4,400,400.5741882,14.52597017,0.202010561,253.0160938,25.20428085,1.347049751,6,2.573892973,2013-04-17
2,4,25,"2-4",4,1600,1599.743896,19.93943357,0.177911201,1350.045045,25.26547241,1.379436434,6,2.339910749,2013-04-17
2,4,25,"2-4",4,1600,1599.571167,19.93927855,0.177401761,1349.347954,25.26756477,1.380591582,6,2.335534792,2013-04-17
2,4,25,"2-4",4,1600,1599.577515,19.90009762,0.177458412,1349.831414,25.26657295,1.380279597,6,2.335713414,2013-04-17
2,4,25,"2-4",4,400,400.5482178,14.47134486,0.201578646,253.2592899,25.20871353,1.348355719,6,2.571249048,2013-04-17
2,4,25,"2-4",4,1600,1599.685669,19.90969567,0.177567091,1349.946272,25.26693726,1.380123693,6,2.336808957,2013-04-17
2,4,25,"2-4",4,1600,1599.685669,19.90969567,0.177567091,1349.946272,25.26693726,1.380123693,6,2.336808957,2013-04-17
2,4,25,"2-4",4,400,400.5570068,14.49364327,0.201690737,253.1218496,25.20694542,1.347910136,6,2.571724091,2013-04-17
2,4,25,"2-4",4,400,400.5570068,14.49364327,0.201690737,253.1218496,25.20694542,1.347910136,6,2.571724091,2013-04-17
2,4,25,"2-4",4,400,400.5482178,14.47134486,0.201578646,253.2592899,25.20871353,1.348355719,6,2.571249048,2013-04-17
2,4,25,"2-4",5,400,399.2886353,15.33286551,0.276878742,276.7564489,25.588974,1.268014003,6,3.2456114,2013-05-01
2,4,25,"2-4",5,1600,1600.120728,24.09308846,0.207386263,1339.463133,25.77632141,1.266660937,6,2.484756301,2013-05-01
2,4,25,"2-4",5,400,399.2886353,15.33286551,0.276878742,276.7564489,25.588974,1.268014003,6,3.2456114,2013-05-01
2,4,25,"2-4",5,400,399.3128052,15.35410462,0.278376854,277.1259836,25.56271744,1.26234705,6,3.246958598,2013-05-01
2,4,25,"2-4",5,400,399.2886353,15.33286551,0.276878742,276.7564489,25.588974,1.268014003,6,3.2456114,2013-05-01
2,4,25,"2-4",5,1600,1600.131104,24.21373533,0.20712949,1338.126952,25.77649689,1.266725271,6,2.482016219,2013-05-01
2,4,25,"2-4",5,1600,1600.120728,24.09308846,0.207386263,1339.463133,25.77632141,1.266660937,6,2.484756301,2013-05-01
2,4,25,"2-4",5,1600,1600.120728,24.09308846,0.207386263,1339.463133,25.77632141,1.266660937,6,2.484756301,2013-05-01
2,4,25,"2-4",5,400,399.2956543,15.35759286,0.27940422,277.4324695,25.5366497,1.257257202,6,3.244640069,2013-05-01
2,4,25,"2-4",5,1600,1600.122559,24.04891308,0.207365935,1339.849749,25.77675247,1.266928045,6,2.485046251,2013-05-01
2,4,25,"2-4",6,1600,1600.717407,26.11959072,0.167137033,1269.446325,25.11562538,1.440725521,6,2.313438954,2013-05-16
2,4,25,"2-4",6,1600,1600.696411,26.1432276,0.16708601,1269.087265,25.11565781,1.440812876,6,2.312904126,2013-05-16
2,4,25,"2-4",6,1600,1600.717407,26.11959072,0.167137033,1269.446325,25.11562538,1.440725521,6,2.313438954,2013-05-16
2,4,25,"2-4",6,1600,1600.700317,26.20075126,0.167095462,1268.470825,25.11354065,1.440570018,6,2.312628845,2013-05-16
2,4,25,"2-4",6,1600,1600.685303,26.24562904,0.167114729,1268.00233,25.1093998,1.439909631,6,2.311809069,2013-05-16
2,4,25,"2-4",6,400,399.3038025,14.32345741,0.1672078,230.4292871,24.66559219,1.363239257,6,2.18870471,2013-05-16
2,4,25,"2-4",6,400,399.1904907,14.2150054,0.167894783,232.0706527,24.67063904,1.363453001,6,2.197569568,2013-05-16
2,4,25,"2-4",6,400,399.2061768,14.2515918,0.168394767,232.0759012,24.67776489,1.364069642,6,2.204745345,2013-05-16
2,4,25,"2-4",6,400,399.1832275,14.21212325,0.168031161,232.2024563,24.67320251,1.363755371,6,2.199742248,2013-05-16
2,4,25,"2-4",6,400,399.2583618,14.27506722,0.167431369,231.1029046,24.66603851,1.363072494,6,2.191208815,2013-05-16
2,6,5,"2-6",1,400,399.7059326,18.93115563,0.504267608,287.9502519,26.17048836,1.564116654,6,5.875769106,2013-03-07
2,6,5,"2-6",1,400,399.6747742,18.86696793,0.503847752,288.2037007,26.17619324,1.565201173,6,5.876232733,2013-03-07
2,6,5,"2-6",1,1600,1599.628296,26.82719978,0.401985394,1390.12625,26.46424675,1.539104788,6,4.871514748,2013-03-07
2,6,5,"2-6",1,1600,1599.678955,26.92926241,0.401705727,1389.461608,26.46802711,1.540034093,6,4.871826412,2013-03-07
2,6,5,"2-6",1,1600,1599.7854,26.67987145,0.403427303,1391.621707,26.45352936,1.535642052,6,4.874139719,2013-03-07
2,6,5,"2-6",1,1600,1599.719116,26.71287986,0.403205569,1391.304009,26.45141029,1.535702728,6,4.872221417,2013-03-07
2,6,5,"2-6",1,1600,1599.663452,26.77357725,0.402764921,1390.735239,26.45682335,1.537098858,6,4.872513407,2013-03-07
2,6,5,"2-6",1,400,399.717804,18.9652673,0.501313052,287.4288304,26.16336632,1.565993844,6,5.857210142,2013-03-07
2,6,5,"2-6",1,400,400.1237183,19.29527463,0.501307679,286.0810936,26.16104889,1.565841772,6,5.856595772,2013-03-07
2,6,5,"2-6",1,400,399.9399414,19.12802736,0.50412186,287.1242186,26.17077065,1.564303272,6,5.875201854,2013-03-07
2,6,5,"2-6",2,400,399.5346985,9.180972056,0.110460592,242.3442894,26.37235451,1.559579731,6,1.687944522,2013-03-22
2,6,5,"2-6",2,1600,1600.239624,21.01569404,0.069965629,1047.579756,26.48423576,1.624391451,6,1.128962906,2013-03-22
2,6,5,"2-6",2,1600,1600.081665,20.79905116,0.06883454,1044.958783,26.48466873,1.625832362,6,1.112102897,2013-03-22
2,6,5,"2-6",2,1600,1600.091675,20.76211451,0.068715491,1045.035055,26.4876709,1.626733731,6,1.110845253,2013-03-22
2,6,5,"2-6",2,1600,1600.150513,20.84469492,0.06848797,1041.482744,26.48306847,1.626288602,6,1.106945883,2013-03-22
2,6,5,"2-6",2,400,399.5385742,9.171614115,0.110926627,243.0906867,26.33132362,1.551439099,6,1.685886001,2013-03-22
2,6,5,"2-6",2,1600,1600.25708,20.85102802,0.07084192,1057.424098,26.47945023,1.6226353,6,1.141524525,2013-03-22
2,6,5,"2-6",2,400,399.5225525,9.073694699,0.111432946,245.2668277,26.28429222,1.542175205,6,1.683094281,2013-03-22
2,6,5,"2-6",2,400,399.5346985,9.180972056,0.110460592,242.3442894,26.37235451,1.559579731,6,1.687944522,2013-03-22
2,6,5,"2-6",2,400,399.5354309,9.08535182,0.110158523,243.490077,26.39534569,1.564195912,6,1.688524753,2013-03-22
2,6,5,"2-6",3,1600,1599.952026,20.55907363,0.199966746,1371.752992,24.86584663,1.079716732,6,2.026904366,2013-04-08
2,6,5,"2-6",3,1600,1599.972534,20.83907417,0.197115489,1366.692811,24.861763,1.081687735,6,2.003495822,2013-04-08
2,6,5,"2-6",3,400,400.4810791,13.34648953,0.218340804,273.5677697,24.89244652,1.08128461,6,2.203071142,2013-04-08
2,6,5,"2-6",3,1600,1599.916626,20.51507752,0.201736096,1373.580118,24.86584282,1.078124965,6,2.040654274,2013-04-08
2,6,5,"2-6",3,1600,1599.952026,20.55907363,0.199966746,1371.752992,24.86584663,1.079716732,6,2.026904366,2013-04-08
2,6,5,"2-6",3,1600,1599.916138,20.58576885,0.202333811,1373.378989,24.86766624,1.077935303,6,2.045951116,2013-04-08
2,6,5,"2-6",3,400,400.4824524,13.17570424,0.218959226,275.3617644,24.89299202,1.08120466,6,2.208699511,2013-04-08
2,6,5,"2-6",3,400,400.4824524,13.17570424,0.218959226,275.3617644,24.89299202,1.08120466,6,2.208699511,2013-04-08
2,6,5,"2-6",3,400,400.4824524,13.17570424,0.218959226,275.3617644,24.89299202,1.08120466,6,2.208699511,2013-04-08
2,6,5,"2-6",3,400,400.4539795,13.3905486,0.221613953,274.5890639,24.89302635,1.078707625,6,2.228412042,2013-04-08
2,6,5,"2-6",4,400,398.8644409,13.40554184,0.355319484,307.9559796,24.72309875,1.14481374,6,3.663588489,2013-04-17
2,6,5,"2-6",4,400,398.8693237,13.41020746,0.355531565,307.971387,24.72087097,1.144260309,6,3.663764059,2013-04-17
2,6,5,"2-6",4,1600,1600.064697,19.69625293,0.343428979,1440.04204,24.83588409,1.174630907,6,3.64727504,2013-04-17
2,6,5,"2-6",4,1600,1600.064697,19.69625293,0.343428979,1440.04204,24.83588409,1.174630907,6,3.64727504,2013-04-17
2,6,5,"2-6",4,1600,1600.062378,19.68406979,0.343491867,1440.124411,24.83738327,1.174836464,6,3.648525434,2013-04-17
2,6,5,"2-6",4,400,398.8644409,13.40554184,0.355319484,307.9559796,24.72309875,1.14481374,6,3.663588489,2013-04-17
2,6,5,"2-6",4,400,398.8712463,13.38952172,0.35512419,308.0273704,24.72179031,1.144897067,6,3.662037608,2013-04-17
2,6,5,"2-6",4,1600,1600.088135,19.69787819,0.343408199,1440.048403,24.83570671,1.174634595,6,3.647088594,2013-04-17
2,6,5,"2-6",4,400,398.893219,13.42144009,0.354804501,307.7985774,24.72097778,1.145199867,6,3.660054542,2013-04-17
2,6,5,"2-6",4,1600,1600.109375,19.72011414,0.343634908,1439.960843,24.84259033,1.175475519,6,3.651893112,2013-04-17
2,6,5,"2-6",5,400,400.5611572,17.84132884,0.508932313,306.4146403,25.02910423,1.087726558,6,4.762474462,2013-05-01
2,6,5,"2-6",5,400,400.559845,17.87106735,0.50902676,306.2829098,25.02760506,1.087496417,6,4.762211638,2013-05-01
2,6,5,"2-6",5,1600,1598.840576,23.44925633,0.493932994,1449.847213,24.88999176,1.052637762,6,4.493207997,2013-05-01
2,6,5,"2-6",5,1600,1598.858521,23.47136139,0.49446571,1449.850529,24.88834381,1.052096071,6,4.495013668,2013-05-01
2,6,5,"2-6",5,400,400.559845,17.87106735,0.50902676,306.2829098,25.02760506,1.087496417,6,4.762211638,2013-05-01
2,6,5,"2-6",5,400,400.5436096,17.9084618,0.508962588,306.0837508,25.02561378,1.087257815,6,4.760659278,2013-05-01
2,6,5,"2-6",5,400,400.530304,17.9101357,0.508122663,305.9700265,25.02447701,1.087629861,6,4.755616949,2013-05-01
2,6,5,"2-6",5,1600,1598.858521,23.47136139,0.49446571,1449.850529,24.88834381,1.052096071,6,4.495013668,2013-05-01
2,6,5,"2-6",5,1600,1598.872437,23.54207888,0.494318564,1449.50547,24.88632584,1.051905287,6,4.493046783,2013-05-01
2,6,5,"2-6",5,1600,1598.862427,23.50457394,0.494403911,1449.70312,24.88391876,1.051457756,6,4.491762952,2013-05-01
2,6,5,"2-6",6,400,400.0708618,20.14234682,0.423952008,282.334344,24.52838326,1.132724106,6,4.252854254,2013-05-16
2,6,5,"2-6",6,1600,1601.463379,26.86011784,0.403310598,1413.432539,24.76614952,1.189495952,6,4.276544748,2013-05-16
2,6,5,"2-6",6,1600,1601.40686,26.7711421,0.403252934,1413.873665,24.7632122,1.188984279,6,4.27409375,2013-05-16
2,6,5,"2-6",6,1600,1601.424805,26.7716368,0.403419103,1413.932128,24.76284981,1.188841802,6,4.275143972,2013-05-16
2,6,5,"2-6",6,400,400.2623596,20.34192524,0.425198937,281.6805889,24.51559448,1.130537974,6,4.255466421,2013-05-16
2,6,5,"2-6",6,1600,1601.429321,26.82594801,0.403173691,1413.564225,24.76376152,1.189149839,6,4.273973762,2013-05-16
2,6,5,"2-6",6,400,400.1171875,20.20460208,0.424334055,282.1164248,24.52376175,1.131926055,6,4.25317643,2013-05-16
2,6,5,"2-6",6,400,400.1863403,20.26006777,0.424525843,281.9219282,24.5217514,1.13158748,6,4.253566665,2013-05-16
2,6,5,"2-6",6,400,400.2724609,20.33798239,0.425178079,281.712119,24.5109272,1.130080527,6,4.253550466,2013-05-16
2,6,5,"2-6",6,1600,1601.457031,26.91962718,0.403365119,1413.103308,24.76592827,1.189566039,6,4.27733918,2013-05-16
2,7,35,"2-7",1,400,398.9309692,17.72591023,0.301259573,256.3670342,27.08316422,1.640031785,6,4.121660953,2013-03-07
2,7,35,"2-7",1,400,399.0257568,17.78239298,0.300994391,255.9564015,27.07975388,1.640067293,6,4.118701713,2013-03-07
2,7,35,"2-7",1,1600,1599.454224,33.37625766,0.245394163,1265.95959,26.8212738,1.661165839,6,3.512424049,2013-03-07
2,7,35,"2-7",1,400,399.0414124,17.78764059,0.300869817,255.8933803,27.07691002,1.639793942,6,4.116582289,2013-03-07
2,7,35,"2-7",1,400,399.068634,17.80280294,0.300787111,255.7831186,27.07469749,1.639556281,6,4.11503465,2013-03-07
2,7,35,"2-7",1,1600,1599.457886,33.37773419,0.245351319,1265.911507,26.82208633,1.661203476,6,3.511994731,2013-03-07
2,7,35,"2-7",1,1600,1599.547729,33.38079102,0.245313814,1265.948595,26.82166481,1.660814922,6,3.510703422,2013-03-07
2,7,35,"2-7",1,1600,1599.578857,33.44473859,0.245495478,1265.588914,26.82421494,1.660806979,6,3.512905688,2013-03-07
2,7,35,"2-7",1,400,398.9558105,17.73571234,0.301172842,256.292208,27.08182716,1.640024395,6,4.120648623,2013-03-07
2,7,35,"2-7",1,1600,1599.572021,33.41324022,0.245361207,1265.732163,26.82368088,1.661014389,6,3.511715891,2013-03-07
2,7,35,"2-7",2,1600,1601.044189,28.45367769,0.573675108,1435.906564,25.09897423,1.152790847,6,5.597546962,2013-03-22
2,7,35,"2-7",2,1600,1601.03772,28.46205471,0.572960639,1435.751086,25.10201645,1.153527387,6,5.595311573,2013-03-22
2,7,35,"2-7",2,400,399.0402832,23.03125407,0.597387336,290.0099774,25.12690544,1.148900162,6,5.769080926,2013-03-22
2,7,35,"2-7",2,1600,1601.032227,28.43795695,0.573647242,1435.963604,25.09764099,1.152634714,6,5.596560023,2013-03-22
2,7,35,"2-7",2,1600,1601.032227,28.43795695,0.573647242,1435.963604,25.09764099,1.152634714,6,5.596560023,2013-03-22
2,7,35,"2-7",2,400,399.0479736,23.0351024,0.59775878,290.0420371,25.123703,1.148326299,6,5.769118478,2013-03-22
2,7,35,"2-7",2,400,399.0479736,23.0351024,0.59775878,290.0420371,25.123703,1.148326299,6,5.769118478,2013-03-22
2,7,35,"2-7",2,1600,1601.016846,28.26477939,0.573250143,1436.65243,25.09791183,1.152995273,6,5.595071936,2013-03-22
2,7,35,"2-7",2,400,399.0386658,23.11236781,0.596900792,289.6146702,25.11981964,1.148283354,6,5.762016945,2013-03-22
2,7,35,"2-7",2,400,399.0507202,23.10389797,0.597461041,289.7203272,25.12127304,1.148154371,6,5.765858373,2013-03-22
2,7,35,"2-7",3,1600,1600.27063,21.51569871,0.371099356,1443.298209,24.6739502,0.933320369,6,3.079421172,2013-04-08
2,7,35,"2-7",3,400,398.6301575,15.61381399,0.399934672,303.7904354,25.09029579,0.874444367,6,3.084930323,2013-04-08
2,7,35,"2-7",3,1600,1600.233521,21.99516738,0.367383442,1439.453236,24.67068291,0.935282622,6,3.058487023,2013-04-08
2,7,35,"2-7",3,1600,1600.27063,21.51569871,0.371099356,1443.298209,24.6739502,0.933320369,6,3.079421172,2013-04-08
2,7,35,"2-7",3,400,398.5995483,15.6672762,0.399874215,303.4443542,25.09583092,0.875145375,6,3.087018512,2013-04-08
2,7,35,"2-7",3,400,398.6301575,15.61381399,0.399934672,303.7904354,25.09029579,0.874444367,6,3.084930323,2013-04-08
2,7,35,"2-7",3,1600,1600.154785,21.1267665,0.371497391,1445.477396,24.70276833,0.936888471,6,3.094219545,2013-04-08
2,7,35,"2-7",3,1600,1600.309692,21.74088179,0.370513068,1441.844418,24.67547226,0.933873538,6,3.076929507,2013-04-08
2,7,35,"2-7",3,400,398.6199646,15.56114093,0.400702608,304.1953024,25.0915966,0.874122553,6,3.089003312,2013-04-08
2,7,35,"2-7",3,400,398.6088562,15.75035599,0.399791969,302.9813123,25.08768654,0.874135874,6,3.082870335,2013-04-08
2,7,35,"2-7",4,400,399.2504578,16.13984436,0.507918496,313.1277816,25.27804375,1.084598155,6,4.742500896,2013-04-17
2,7,35,"2-7",4,1600,1600.513916,21.926166,0.439250838,1446.849512,25.2625351,1.18047018,6,4.555480017,2013-04-17
2,7,35,"2-7",4,1600,1600.547974,21.88835534,0.439628565,1447.165449,25.25945663,1.179808075,6,4.556311028,2013-04-17
2,7,35,"2-7",4,1600,1600.478149,21.95686241,0.439545031,1446.711461,25.26204109,1.180197015,6,4.557062631,2013-04-17
2,7,35,"2-7",4,1600,1600.51416,21.8629283,0.43967582,1447.269949,25.26041985,1.179921072,6,4.557194069,2013-04-17
2,7,35,"2-7",4,400,399.2425842,16.1617854,0.508841655,313.1117253,25.27273941,1.083447144,6,4.744753912,2013-04-17
2,7,35,"2-7",4,400,399.2504578,16.13984436,0.507918496,313.1277816,25.27804375,1.084598155,6,4.742500896,2013-04-17
2,7,35,"2-7",4,400,399.2462158,16.13596699,0.508225311,313.1755968,25.27456665,1.083994473,6,4.742277307,2013-04-17
2,7,35,"2-7",4,1600,1600.51416,21.8629283,0.43967582,1447.269949,25.26041985,1.179921072,6,4.557194069,2013-04-17
2,7,35,"2-7",4,400,399.2304993,16.15960962,0.508647115,313.0891048,25.27352333,1.083749243,6,4.74454717,2013-04-17
2,7,35,"2-7",5,1600,1600.63501,23.72686342,0.264726394,1376.150422,25.43149376,1.461761535,6,3.588211597,2013-05-01
2,7,35,"2-7",5,1600,1600.558838,23.72517742,0.264526974,1375.983048,25.43060112,1.461945979,6,3.586170042,2013-05-01
2,7,35,"2-7",5,400,397.7096558,15.46953502,0.309657666,282.8699215,25.15987396,1.356190963,6,3.837780973,2013-05-01
2,7,35,"2-7",5,400,397.3124695,15.11299723,0.309800358,284.9269258,25.16222191,1.356240351,6,3.839551713,2013-05-01
2,7,35,"2-7",5,400,397.3124695,15.11299723,0.309800358,284.9269258,25.16222191,1.356240351,6,3.839551713,2013-05-01
